realm,process,prosub,sub,V,english_words,dutch_words
Doing,Material,Material,Creative,arriv,arrivants | arrivings | arrivism | arrived | arrivates | arriver | arrivement | arrivable | arrivs | arrives | arrivance | arrivent | arrivant | arrive | arrivation | arrival | arrivate | arriveing | arriveal | arriving,arrivanten | Aankomsten | arrivisme | Aangekomen | arrivates | arriver | aankomst | aanroepbaar | arrivs | komt aan | arrivance | arrivent | arrivant | aankomst | arrivatie | aankomst | arrivate | Aankomst | aankomend | aankomst
Doing,Material,Material,Creative,arrives,arrives,komt aan
Doing,Material,Material,Creative,attempt,attemptent | attemptes | attempting | attemptates | attemptable | attempte | attemptings | attemptabilities | attempter | attempted | attemptate | attemptting | attemption | attemptted | attemptive,poging tot actie | pogingen | proberen | pogingen | trypable | poging | pogingen | kans op een poging | bespieder | poging | poging | poging | poging | poging | pogingsmatig
Doing,Material,Material,Creative,attend,attendences | attender | attending | attendance | attended | attendancy | attendes | attends | attendded | attendent | attendable | attendant | attendents | attenditis | attendancies | attendding | attendence | attende | attendency,aanwezigen | bezoeker | aanwezig | aanwezigheid | aanwezig | Deelname | aanwezigen | aanwezig | aanwezig | deelnemer | aanwezig | begeleider | deelnemers | attenditis | bij- en nascholing | bij te wonen | deelnemers | aanwezig | aanwezigheid
Doing,Material,Material,Creative,attract,attractancy | attractively | attractible | attractional | attracted | attraction | attractants | attractiveness | attracts | attractable | attractivity | attractability | attractant | attracter | attractive | attracte | attracting | attractance | attractibility | attractivities | attractives,aantrekkingskracht | aantrekkelijk | aantrekkelijk | attractie | aangetrokken | attractie | lokstoffen | aantrekkelijkheid | trekt | aantrekbaar | aantrekkingskracht | aantrekbaarheid | attractant | aantrekker | aantrekkelijk | aantrekken | aantrekken | aantrekking | aantrekbaarheid | Attracties | aantrekkelijk
Doing,Material,Material,Creative,audit,auditers | auditioned | audite | audited | auditively | auditer | audition | auditted | auditable | auditings | auditional | auditing | auditives | auditive | auditioning | audital | auditability,accountants | auditie | audit | gecontroleerd | auditief | auditeur | auditie | Geauditeerd | auditable | auditing | auditie | auditing | auditieven | auditief | auditie | audital | controlebaarheid
Doing,Material,Material,Creative,beat,beatting | beates | beating | beate | beated | beateing | beatness,slaan | beaten | kloppen | beaat | beated | beatering | beatness
Doing,Material,Material,Creative,began,begane | begans,begonnen | begon
Doing,Material,Material,Creative,bend,bended | bendes | bendeli | bende | bending,gebogen | bochten | bendeli | bende | buigen
Doing,Material,Material,Creative,bite,biteing | bited | bitefuls | biteful | bitee | bitees | bitely,bijten | gebeten | bijtend | bijtend | bitee | bijten | bijtend
Doing,Material,Material,Creative,blew,blews | blewe | blewes | blewing | blewed,blows | blewe | blewes | blewing | blowed
Doing,Material,Material,Creative,blow,blowse | blowsed,blaassel | ontploft
Doing,Material,Material,Creative,blown,blowne,geblazen
Doing,Material,Material,Creative,boil,boileds | boiles | boiled | boile | boiling,gekookt | boiles | gekookt | boile | kokend
Doing,Material,Material,Creative,bought,boughted | boughtes | boughts | boughte,gekocht | gekocht | gekocht | gekocht
Doing,Material,Material,Creative,book,booking | bookful | bookes | booke | bookking | bookness | booked | bookfuls,boeking | boekachtig | boeken | boek | Bookking | boekheid | geboekt | boekboekjes
Doing,Material,Material,Creative,boot,bootings | bootes | bootful | bootfuls | booted | booting | boote,bootings | laarzen | bootful | bootfuls | geboot | opstarten | boote
Doing,Material,Material,Creative,broke,broking | brokes | brokings | brokeness | broked,broken | gebroken | brokes | breuk | gebroken
Doing,Material,Material,Creative,built,builting | builts | builted | builte,bouwen | gebouwd | gebouwd | gebouwd
Doing,Material,Material,Creative,build,building | builded | builddings | buildes | builde | buildding,gebouw | gebouwd | bouwwerkzaamheden | bouwen | bouwen | bouwen
Doing,Material,Material,Creative,burn,burneli | burning | burnely | burned | burnning | burnes | burne | burneing,burneli | branden | brandbaar | verbrand | brandwond | brandwonden | branden | branden
Doing,Material,Material,Creative,bung,bunged | bunging | bunges | bunge,bunged | bungen | bunges | bunge
Doing,Material,Material,Creative,bust,bustness | buste | busting | bustings | bustes | busted,bustness | buste | Opbreken | bustings | bustes | kapot
Doing,Material,Material,Creative,buy,buyse,koop
Doing,Material,Material,Creative,camp,campness | camping | camped | campes | campe | campful,camping | camping | gekampeerd | campings | campe | kampioen
Doing,Material,Material,Creative,care work,N/A,N/A
Doing,Material,Material,Creative,catch,catche | catching | catched,vangen | vangst | gevangen
Doing,Material,Material,Creative,caus,causativeness | causatives | caused | causativity | causeing | causative | causeness | causing | cause | causeful | causatively,oorzakelijk verband | Verschijnselen | veroorzaakt | causativiteit | oorzaak | causatief | oorzaak | veroorzaken | oorzaak | causaal | causaal
Doing,Material,Material,Creative,caus by,N/A,N/A
Doing,Material,Material,Creative,chang,changeli | changeing | changeful | changefully | changed | changings | changefulness | changing | change,changeli | verandering | wisselvallig | wisselend | gewijzigd | veranderingen | wisselvalligheid | wijzigen | verandering
Doing,Material,Material,Creative,have chang after,N/A,N/A
Doing,Material,Material,Creative,chang from,N/A,N/A
Doing,Material,Material,Creative,have chang as,N/A,N/A
Doing,Material,Material,Creative,has chang in,N/A,N/A
Doing,Material,Material,Creative,chop,choppings | chopping | chopped,hakken | hakken | gehakt
Doing,Material,Material,Creative,came,camelies | camings | caming | camely | camees | cameli | camelis | camee | cames | camed,kameelen | camings | caming | komelie | kometen | kamelen | Camelis | Kom op. | kammen | camed
Doing,Material,Material,Creative,came in,N/A,N/A
Doing,Material,Material,Creative,come,comeing | comed | comeli | comelys | comely | comelis | comees | comee,Komende | kom op. | komelie | komelie | aardig | komelis | Kom op. | Kom.
Doing,Material,Material,Creative,has come out,N/A,N/A
Doing,Material,Material,Creative,cater,caterer | catered | caters | catering,cateraar | catered | catering | catering
Doing,Material,Material,Creative,clean,cleanse | cleansing | cleansed,reinigen | reiniging | gereinigd
Doing,Material,Material,Creative,click,clicking | clicked | clickings,klikken | geklikt | klikken
Doing,Material,Material,Creative,close,closed | closelying | closeing | closely | closee | closeness,gesloten | closeing | sluiting | nauwkeurig | sluiten | nabijheid
Doing,Material,Material,Creative,copi,copy | copied | copying | copyed | copiing | copie | copis,kopiëren | gekopieerd | kopiëren | gekopieerd | kopiëren | copie | copis
Doing,Material,Material,Creative,cook,cooked | cookeing | cooking | cooke,gekookt | koken | koken | koken
Doing,Material,Material,Creative,confront,confrontative | confrontion | confronting | confrontively | confrontant | confrontating | confrontings | confronts | confronted | confrontational | confrontal | confrontments | confrontationally | confrontent | confronte | confrontatively | confrontive | confrontable | confrontated | confrontment | confronter | confrontation | confrontes | confrontate | confronters | confrontiveness,confronterend | confrontatie | confronteren | confronterend | confronterend | confronterend | confrontaties | confrontaties | geconfronteerd | confrontatie | confronterend | confrontaties | confrontatief | confronterend | confronteren | confronterend | confronterend | confronteerbaar | confrontatie | confrontatie | confrontator | confrontatie | confrontaties | confronteren | confrontatoren | confronterendheid
Doing,Material,Material,Creative,construct,constructer | constructe | constructionally | constructal | constructivity | constructional | constructing | construction | constructive | constructible | constructable | constructiveness | constructibility | constructic | constructers | constructability | constructives | constructibles | constructed | constructively | constructings,constructeur | construeren | constructief | constructioneel | construciviteit | constructief | bouw | bouw | constructief | construceerbaar | construceerbaar | constructiefheid | constructeerbaarheid | constructioneel | bouwers | construceerbaarheid | Constructief | constructibles | gebouwd | constructief | constructies
Doing,Material,Material,Creative,control,controlments | controling | controllate | controller | controllings | controllement | controlness | controle | controllably | controled | controlability | controlism | controlent | controllable | controllables | controlled | controlant | controllability | controlable | controll | controlling | controllabilities | controlables | controlle | controler | controles | controlement | controlers | controllment | controlles | controlment | controlls,Controles | controle | controllaat | controller | regelaars | controleelement | controle | controle | beheersbaar | gecontroleerd | beheersbaarheid | controle | controlerend | beheersbaar | beheersbare elementen | gecontroleerd | controlemiddel | beheersbaarheid | beheersbaar | controlel | regelaars | beheersbaarheid | beheersbare elementen | controlle | controller | controles | controle | regelaars | controle | regelaars | controle | controlls
Doing,Material,Material,Creative,collaps,collapsibles | collapsibility | collapsible | collapsability | collapsings | collapsed | collapsers | collapsion | collapsing | collapser | collapsable | collapse,opvouwbare stoffen | samenvouwbaarheid | opvouwbaar | inklapbaarheid | instortingen | ingestort | inklappers | collapsie | instorten | inklapper | inklapbaar | instorten
Doing,Material,Material,Creative,consum,consumates | consumes | consumations | consumed | consumable | consumeable | consumate | consumer | consumably | consumability | consumated | consumeing | consumings | consumism | consuming | consummed | consumating | consumming | consumitis | consums | consumables | consumant | consume | consumation | consumately,consumaten | verbruikt | consumpties | verbruikt | verbruiksgoederen | verbruikbaar | consumeren | consument | Vermoedelijk | Verbruikbaarheid | geconsumeerd | consumeren | verbruiken | consumisme | verbruiken | geconsumeerd | consumeren | consumeren | consumitis | consumptiegoederen | verbruiksartikelen | consumant | verbruik | consumptie | totaal
